@RELATION stats
@ATTRIBUTE turnsPlayed NUMERIC
@ATTRIBUTE survive {true, false}
@ATTRIBUTE fleetGenerated NUMERIC
@ATTRIBUTE fleetLost NUMERIC
@ATTRIBUTE fleetReinforced NUMERIC
@ATTRIBUTE largestAttack NUMERIC
@ATTRIBUTE largestLoss NUMERIC
@ATTRIBUTE largestReinforcement NUMERIC
@ATTRIBUTE planetsLost NUMERIC
@ATTRIBUTE planetsConquered NUMERIC
@ATTRIBUTE planetsDefended NUMERIC
@ATTRIBUTE planetsAttacked NUMERIC
@ATTRIBUTE numFleetLost NUMERIC
@ATTRIBUTE numFleetReinforced NUMERIC
@ATTRIBUTE numFleetGenerated NUMERIC
@ATTRIBUTE totalTroopsGenerated NUMERIC
@DATA
265,true,24069,964,22884,40,40,150,18,37,282,126,89,1615,1741,23506
114,false,520,170,350,14,14,35,1,0,0,21,21,36,57,399
482,true,48855,3622,43809,210,57,400,58,81,438,343,262,1302,1645,36914
481,false,12158,7763,3658,91,73,76,75,74,250,549,475,288,837,10940
273,false,1320,398,895,29,28,40,3,2,16,43,41,84,127,959
367,false,5603,3385,1874,43,38,35,60,59,142,533,474,257,790,4935
368,true,16708,2423,13732,128,30,86,52,85,447,363,278,1196,1559,27553
344,false,783,506,211,41,28,22,6,5,72,68,63,65,133,686
164,false,381,192,187,10,10,12,3,2,5,50,48,54,104,268
62,false,53,43,10,10,10,2,1,0,0,14,14,5,19,38
67,false,51,26,25,10,10,6,1,0,0,8,8,10,18,36
262,true,9590,1134,8191,51,50,51,10,39,170,122,83,762,884,22169
261,false,1616,1267,213,45,27,18,19,18,33,243,225,35,278,1569
127,false,72,38,32,5,3,2,3,2,0,32,30,29,61,67
92,false,54,29,25,5,5,3,1,0,0,25,25,22,47,47
337,false,3426,2697,623,38,38,22,39,38,84,453,415,120,573,3343
338,true,14390,1335,12696,56,39,268,29,56,313,230,174,629,859,22434
288,true,7023,1176,5704,35,31,72,3,24,66,178,154,364,542,20911
151,false,112,109,3,10,10,3,1,0,11,56,56,1,57,122
158,false,249,145,104,15,15,7,2,1,15,42,41,33,75,248
287,false,385,310,60,15,10,6,6,5,43,85,80,22,107,412
164,false,168,93,75,10,10,8,1,0,0,38,38,34,72,144
157,false,172,116,56,10,10,12,1,0,0,50,50,21,71,142
390,true,7421,1208,6028,69,25,117,17,36,237,242,206,602,844,17478
389,false,1806,1517,255,67,67,20,22,21,110,275,254,48,323,2111
179,false,505,247,252,45,45,15,2,1,3,29,28,32,61,382
414,false,5782,3419,1847,108,81,53,40,39,120,308,269,180,488,5294
415,true,51800,2709,47467,167,90,1270,42,63,332,228,165,1226,1458,34705
242,false,1437,801,565,25,25,23,16,15,28,126,111,77,203,1221
207,true,1519,439,998,36,18,284,2,21,189,125,104,144,269,9078
206,false,1050,752,269,25,15,9,6,5,10,164,159,52,216,850
67,false,119,46,73,14,14,8,1,0,0,14,14,51,65,66
189,false,280,218,59,7,7,5,3,2,4,90,88,29,119,146
266,false,179,70,93,23,21,12,2,1,0,40,39,43,83,83
335,false,494,188,300,11,11,21,6,5,3,79,74,73,152,394
634,false,13665,8383,4333,94,88,108,90,89,326,577,488,280,857,13792
635,true,77701,6032,68935,282,79,596,77,100,451,454,354,1431,1885,52100
149,false,338,94,244,20,20,12,1,0,0,14,14,44,58,244
278,false,778,670,55,20,16,8,17,16,11,149,133,9,158,726
279,true,9634,1381,8022,43,43,88,14,45,150,163,118,687,850,23383
181,false,359,220,113,35,14,21,5,4,3,58,54,13,71,298
293,true,14817,677,8816,28,19,164,12,25,101,142,117,802,1044,9183
292,false,1244,937,222,20,17,17,35,34,55,293,259,59,352,1292
293,true,17787,1001,9573,21,21,148,15,34,109,187,153,780,1154,11156
80,false,203,178,24,20,20,4,2,1,0,33,32,6,39,156
189,false,1142,860,278,45,45,15,4,3,16,90,87,29,119,1039
1000,false,5007,1218,3605,100,45,391,1,24,558,179,155,168,347,142518
1000,false,3004,2773,80,18,18,8,0,1,1,524,523,24,566,2732
122,false,910,31,879,5,5,132,2,1,20,23,22,84,107,288
591,false,6296,2916,3017,52,52,74,62,61,219,379,318,359,738,4818
592,true,47661,6913,39163,78,52,212,185,210,821,853,643,2526,3379,41857
589,false,13995,6809,6008,114,113,87,146,145,400,735,590,602,1337,11458
279,false,1203,401,783,20,20,12,11,10,24,93,83,154,247,771
367,false,3368,2636,596,50,50,50,32,31,94,338,307,73,411,3773
368,true,23515,2084,20820,162,45,465,19,50,279,239,189,886,1125,36862
275,false,542,391,129,28,28,19,4,3,12,65,62,27,92,390
217,false,388,116,261,21,21,19,3,2,4,27,25,50,77,249
110,false,71,71,0,11,11,0,1,0,0,33,33,0,33,42
111,true,320,37,77,9,9,11,0,0,10,13,13,33,60,111
64,false,87,63,24,12,12,20,1,0,0,12,12,2,14,56
111,true,1072,273,298,20,13,16,0,5,24,54,49,52,202,981
303,false,2238,860,1359,19,19,50,16,15,39,112,97,124,236,1645
447,true,68222,2872,64714,67,56,405,67,85,445,301,216,2221,2522,47627
446,false,11727,6815,4196,84,54,50,102,101,286,792,691,435,1227,9610
447,true,60925,2004,58455,70,42,971,40,54,254,272,218,1386,1658,29886
307,true,14839,1249,13264,62,32,161,38,69,330,233,164,1310,1543,22293
306,false,1418,1100,235,28,23,30,29,28,60,235,207,42,277,1443
245,false,656,179,459,13,13,25,8,7,16,63,56,122,185,576
239,false,1077,657,354,20,20,25,28,27,39,246,219,74,320,949
276,true,8764,1135,7115,72,37,119,12,35,109,133,98,557,694,19059
275,false,704,492,145,40,24,16,13,12,20,85,73,20,105,719
165,false,229,63,166,10,10,15,1,0,0,20,20,40,60,140
263,false,274,247,22,10,10,6,5,4,2,77,73,6,83,192
371,true,23901,1720,15637,32,24,145,80,92,365,282,190,1213,1635,14125
370,false,5002,1940,2732,33,25,40,60,59,96,376,317,394,770,3247
371,true,14866,654,9717,46,25,171,33,39,185,133,94,590,779,7455
356,false,4229,2279,1592,27,26,33,62,61,133,351,290,210,561,2808
208,true,7721,143,4314,20,15,220,1,4,20,21,17,160,216,1348
147,false,366,273,84,15,15,25,4,3,0,47,44,11,58,264
208,true,16468,712,10054,45,21,201,5,20,52,88,68,514,734,12191
207,false,644,508,122,45,45,18,5,4,13,55,51,14,69,546
134,false,208,56,152,9,9,12,1,0,0,20,20,48,68,68
311,false,637,371,213,26,16,14,10,9,26,83,74,78,161,527
384,true,22591,3276,18761,71,59,318,40,67,292,345,278,896,1241,27264
383,false,5393,3427,1597,81,81,56,42,41,146,354,313,197,551,5627
456,true,37653,4057,32773,52,33,299,107,120,598,509,389,1589,2098,34808
455,false,8214,4772,2938,39,39,45,85,84,244,622,538,331,953,7336
456,true,26850,2019,24417,45,45,429,41,48,320,196,148,847,1043,17505
455,false,8462,4768,3190,45,37,46,73,72,237,522,450,317,839,7526
238,true,16787,1086,15429,58,39,130,7,30,137,111,81,1152,1263,22485
237,false,1000,796,181,21,21,35,9,8,12,106,98,21,127,918
88,false,25,25,0,5,5,0,1,0,11,14,14,0,14,88
181,false,274,208,66,19,19,7,1,0,0,81,81,27,108,117
246,true,8475,389,7856,60,34,76,3,17,144,34,17,394,428,10556
245,false,2005,1545,433,50,50,18,7,6,5,177,171,44,221,1784
246,true,4352,255,3896,57,22,82,2,10,93,29,19,209,238,5913
197,false,685,506,169,18,18,17,3,2,1,99,97,32,131,266
388,false,8453,3680,4430,138,99,98,42,41,1299,362,321,436,798,13500
414,true,10281,5482,4323,242,197,163,26,38,1258,507,469,337,844,28781
413,false,13427,9135,4150,130,130,102,21,20,546,1392,1372,502,1894,15567
414,true,21865,11710,9910,130,129,97,22,38,320,1531,1493,1380,2911,31271
81,false,137,80,57,15,15,6,1,0,0,20,20,18,38,114
85,false,134,68,66,9,9,15,1,0,0,20,20,17,37,111
406,false,4821,3255,863,80,61,48,49,48,140,273,225,86,359,5232
407,true,36856,2932,32975,105,53,292,41,68,194,257,189,1107,1364,41045
327,false,4751,3268,1239,50,50,46,41,40,105,420,380,176,596,4433
328,true,34651,1734,25640,50,50,355,36,60,327,210,150,1360,1761,23782
276,false,699,357,312,12,12,11,15,14,11,105,91,78,183,416
328,true,12621,125,5008,42,17,700,7,7,56,39,32,136,189,744
304,false,3063,2110,777,65,65,62,22,21,61,199,178,78,277,2862
138,false,541,211,330,14,14,40,1,0,0,25,25,32,57,456
180,false,395,263,129,20,17,10,3,2,9,62,60,30,92,350
305,true,17692,1672,15114,54,46,356,18,45,187,193,148,722,935,22404
216,false,1193,833,327,40,16,24,4,3,4,141,138,45,186,973
217,true,3570,378,2985,73,48,106,1,10,127,26,16,120,146,8286
189,false,1412,1209,165,45,45,16,6,5,3,108,103,14,122,1052
217,true,8953,633,8038,72,45,94,4,17,88,49,32,381,430,13564
414,true,37263,858,35991,40,17,408,30,46,299,191,145,1566,1757,29893
413,false,3523,2458,839,40,32,30,45,44,174,392,348,105,497,3001
414,true,20859,485,20219,52,18,625,18,20,86,100,80,391,491,3149
306,false,847,387,448,13,13,30,8,7,6,74,67,65,139,742
270,false,518,469,49,18,18,4,2,1,0,163,162,22,185,507
271,true,2302,874,1178,152,97,210,1,21,111,21,0,20,41,9669
192,false,164,129,35,5,5,3,1,0,0,86,86,25,111,111
271,true,1574,516,1032,96,95,102,0,12,84,12,0,17,29,6080
260,false,1498,1214,241,25,20,16,18,17,49,240,223,59,299,1487
261,true,5013,823,3969,27,25,52,10,31,164,135,104,455,592,12592
120,false,127,48,79,5,5,9,1,0,0,22,22,33,55,55
123,false,106,41,65,5,5,5,1,0,0,22,22,32,54,54
363,false,500,429,47,15,11,7,7,6,16,116,110,13,129,485
364,true,10516,1410,8877,43,25,135,3,34,93,221,187,692,913,28189
110,false,88,80,8,10,10,6,1,0,0,34,34,2,36,74
106,false,85,36,49,6,6,10,1,0,0,16,16,19,35,70
273,true,6438,464,5756,142,65,166,1,10,139,29,19,224,253,9843
237,false,1418,1173,237,30,30,16,4,3,0,158,155,30,188,980
273,true,14823,963,13559,60,60,142,3,20,152,59,39,784,843,25213
272,false,1813,1387,413,27,27,45,4,3,3,172,169,38,210,1533
448,false,6918,4667,1876,34,26,28,91,90,254,659,569,238,897,6524
449,true,44554,1881,42037,58,45,302,66,83,344,310,227,2014,2324,34381
149,false,359,180,173,35,35,10,3,2,0,22,20,29,51,305
449,true,22666,644,21888,41,30,348,18,23,190,125,102,558,683,8481
298,false,5119,3268,1408,47,41,42,79,78,126,512,434,178,690,4529
299,true,33184,1833,30675,45,43,384,61,84,332,220,136,1597,1817,27360
149,false,528,154,328,45,27,23,3,2,2,34,32,36,70,347
299,true,15616,230,15075,132,37,440,7,10,110,34,24,232,266,4738
128,true,5010,962,1068,49,32,29,0,22,44,109,87,114,409,4230
70,false,292,217,75,40,40,11,1,0,0,19,19,9,28,224
128,true,465,87,322,25,25,17,1,1,3,10,9,45,57,384
127,false,390,366,8,25,25,6,4,3,3,51,48,2,53,284
443,true,26413,922,24977,58,22,391,37,46,315,158,112,775,933,11595
388,false,3314,1710,1397,40,30,33,43,42,117,345,303,261,606,2530
443,true,52667,3688,48129,29,27,286,153,176,799,718,542,3443,4161,38622
442,false,10777,5728,4279,29,26,45,165,164,482,1076,912,621,1697,8895
141,false,187,123,43,30,13,18,2,1,6,16,15,4,20,128
142,true,3595,1164,701,69,58,46,0,16,35,94,78,50,199,3546
124,false,216,216,0,20,20,0,1,0,0,35,35,0,35,176
123,false,216,86,130,9,9,20,1,0,0,14,14,20,34,176
320,true,25473,534,24829,50,26,536,10,16,79,74,58,810,884,10136
172,false,260,188,72,50,50,30,3,2,1,32,30,10,42,187
320,true,35555,754,34550,43,35,386,15,29,146,83,54,1451,1534,31701
319,false,2407,1619,497,50,26,37,31,30,54,242,212,41,283,2094
632,false,30289,11102,16863,99,86,135,166,165,407,815,650,969,1784,17147
633,true,47380,3911,35646,139,83,550,82,85,295,323,238,1116,1476,14424
263,false,3240,643,2506,25,25,30,20,19,37,122,103,321,443,2207
633,true,77641,4383,56593,186,90,473,92,109,413,378,269,1990,2517,31145
122,false,250,155,95,10,10,20,1,0,0,28,28,14,42,168
148,false,303,203,96,20,20,12,2,1,1,34,33,18,52,216
427,true,49540,4357,44177,146,53,695,43,74,375,338,264,1458,1796,49789
426,false,7463,5419,1453,72,58,44,51,50,216,453,403,122,575,8797
175,false,407,181,212,20,10,12,5,4,3,48,44,56,104,288
462,true,49997,2712,46458,236,70,1470,47,70,344,336,266,1361,1697,38313
461,false,5283,4001,964,83,80,38,54,53,161,447,394,142,589,5918
105,false,132,51,81,5,5,15,2,1,0,17,16,17,34,110
343,false,441,310,105,20,12,12,6,5,7,68,63,23,91,288
367,true,5684,1277,4238,36,24,54,16,41,197,196,155,475,671,19668
366,false,1797,1282,458,19,19,22,24,23,71,254,231,91,345,1824
242,false,555,200,350,12,12,12,5,4,13,57,53,90,147,468
637,true,104399,10189,86638,747,107,1008,86,119,499,658,539,1630,2324,67890
144,false,420,238,178,20,20,14,3,2,2,42,40,33,75,305
257,false,724,284,431,17,17,25,5,4,18,47,43,65,112,633
636,false,20469,12640,5966,145,105,123,105,104,443,702,598,352,1054,21888
65,false,103,63,40,12,12,20,1,0,0,13,13,5,18,72
367,true,17381,708,10909,67,31,387,19,22,214,130,108,369,529,6417
366,false,7934,5306,2208,45,33,44,70,69,217,646,577,237,884,7310
367,true,41053,2061,27543,49,33,425,44,63,302,253,190,1138,1545,22775
306,true,20040,505,19381,26,24,384,11,20,83,105,85,704,809,14881
81,false,60,46,13,11,11,5,2,1,2,30,29,9,39,39
306,true,24562,963,23320,49,30,379,23,38,110,157,119,1167,1324,20377
305,false,1789,1366,248,31,30,50,42,41,77,260,219,31,291,1850
129,false,105,62,43,4,4,10,1,0,0,30,30,15,45,92
119,false,105,58,47,10,10,6,1,0,0,25,25,20,45,90
332,true,10902,1237,9412,52,31,157,15,40,170,217,177,736,953,24687
331,false,1590,1255,279,25,25,18,18,17,66,213,196,42,255,1594
171,false,206,126,80,9,9,15,1,0,0,40,40,21,61,183
170,false,200,149,51,15,15,9,1,0,0,44,44,15,59,177
433,true,26738,2437,23806,80,68,311,33,60,355,264,204,921,1185,43435
432,false,5379,4217,998,50,50,46,43,42,131,459,417,122,581,5686
657,false,9221,5689,3496,91,91,58,12,11,23,868,857,425,1293,6749
658,true,48138,1823,40910,1310,185,2610,13,40,954,265,225,924,1189,35647
641,false,10600,7056,3378,57,57,62,22,21,51,784,763,396,1180,7382
587,false,24420,169,22255,967,53,2262,6,5,421,14,9,202,216,4756
112,false,304,261,43,20,20,8,1,0,0,43,43,8,51,208
123,false,326,72,254,14,14,20,1,0,0,10,10,40,50,200
216,false,677,469,151,45,18,27,5,4,6,61,57,15,76,499
217,true,7275,714,6167,72,50,70,2,25,60,63,38,371,435,14928
263,true,15631,1778,12842,77,77,327,18,39,183,161,122,491,659,20745
262,false,4110,2583,1172,61,57,56,29,28,99,254,226,111,365,3713
170,false,722,197,517,35,35,23,3,2,9,36,34,75,111,543
99,false,479,231,248,35,35,16,2,1,0,22,21,29,51,357
255,false,480,418,42,30,16,18,4,3,7,75,72,5,80,429
256,true,7683,993,6644,26,23,133,3,13,43,177,164,667,844,15435
226,false,333,301,20,25,19,10,5,4,17,71,67,3,74,349
256,true,10902,868,9899,23,23,149,3,25,62,142,117,974,1116,23356
192,false,346,77,269,7,7,15,2,1,0,20,19,72,92,261
195,false,330,224,106,9,9,15,1,0,0,63,63,23,86,261
346,true,8930,1145,7624,26,21,79,14,43,139,216,173,811,1027,23984
345,false,1251,933,222,36,24,15,21,20,47,167,147,43,210,1152
271,false,691,426,246,11,10,8,14,13,41,157,144,72,229,540
326,true,8517,122,5264,9,9,226,8,9,65,43,34,207,274,1089
325,false,1792,1191,510,30,15,18,35,34,91,361,327,119,480,1579
326,true,19714,728,12476,30,30,138,33,50,358,206,156,1409,1871,12307
53,false,125,66,55,18,18,30,2,1,0,8,7,5,13,78
431,true,40692,4853,34565,89,51,925,63,92,343,443,351,1204,1657,38186
430,false,8727,5749,2283,118,118,70,74,73,282,459,386,208,667,9711
117,false,225,153,72,20,20,12,1,0,1,24,24,13,37,184
138,false,124,70,54,7,7,6,1,0,7,37,37,31,68,68
399,true,29925,637,29141,27,27,188,28,44,288,176,132,1526,1702,22623
398,false,3917,2841,776,45,29,27,81,80,149,744,664,181,925,3768
399,true,26993,1068,25650,29,19,257,39,55,310,191,136,1468,1659,18509
210,true,11802,716,10786,60,41,170,1,20,77,61,41,642,703,18585
209,false,716,565,135,30,20,50,2,1,5,81,80,14,95,535
210,true,9437,604,8734,48,40,83,2,13,50,43,30,664,707,13565
175,false,970,832,133,40,40,24,4,3,8,80,77,14,94,800
235,false,2980,2104,626,44,44,40,22,21,55,175,154,51,226,2798
119,false,553,140,394,27,27,35,2,1,0,21,20,51,72,370
130,false,351,225,104,40,24,16,2,1,0,24,23,12,36,281
236,true,14196,1316,9309,108,34,355,12,31,135,115,84,450,578,16764
149,false,119,66,53,10,10,6,2,1,0,35,34,31,66,66
149,false,131,51,80,5,5,7,1,0,0,34,34,35,69,69
367,false,2645,1974,475,30,30,19,42,41,86,386,345,71,457,2479
368,true,10247,1649,8301,34,34,40,33,66,279,295,229,1002,1297,26329
466,false,5387,4184,867,58,58,35,65,64,141,610,546,132,742,5482
467,true,65105,1790,62630,84,35,371,49,69,432,264,195,2067,2331,48641
192,false,260,182,78,11,11,16,3,2,0,78,76,27,105,184
467,true,43452,316,42871,108,31,349,8,14,85,55,41,611,666,10145
356,false,1638,1044,475,35,13,21,38,37,88,332,295,91,423,1668
358,true,21183,1007,20008,35,19,259,30,39,252,235,196,996,1231,15758
357,false,2034,1670,263,20,15,17,38,37,123,432,395,72,504,2069
358,true,26453,899,25399,20,17,238,30,49,332,221,172,1837,2058,27410
144,false,145,29,116,6,6,6,1,0,0,12,12,46,58,64
222,false,143,100,41,7,7,5,2,1,3,42,41,17,59,74
237,true,5227,1076,2895,37,28,63,4,27,55,143,116,297,530,9280
236,false,329,229,93,20,20,12,6,5,5,59,54,20,80,269
67,false,215,104,111,12,12,30,1,0,0,16,16,12,28,168
146,true,3502,745,1351,60,42,44,0,9,33,98,89,180,394,2677
145,false,291,275,13,20,20,4,3,2,3,45,43,4,49,175
146,true,1130,168,376,19,17,23,2,4,6,29,25,57,123,638
60,false,28,13,15,3,3,5,2,1,5,14,13,10,24,24
62,false,26,20,6,5,5,1,2,1,5,17,16,8,25,25
301,false,980,822,118,20,20,15,15,14,47,163,149,22,185,1015
302,true,6875,1023,5299,40,22,46,11,32,71,197,165,459,677,17210
403,true,31441,255,31035,89,11,1088,14,15,110,74,59,333,407,1833
402,false,2128,1402,517,28,21,26,53,52,131,382,330,119,501,1841
403,true,56564,1753,54487,45,29,581,57,88,348,390,302,3247,3637,49032
354,false,1554,871,557,45,27,13,31,30,35,246,216,94,340,1259
188,true,6494,865,5520,35,35,40,4,21,113,103,82,582,685,12844
187,false,802,468,293,35,15,14,6,5,15,86,81,43,129,669
188,true,534,164,364,14,11,19,3,4,39,52,48,69,121,1250
167,false,386,338,47,10,10,10,3,2,3,85,83,13,98,200
81,false,143,112,31,20,20,6,1,0,0,21,21,7,28,112
247,true,8371,476,3927,26,16,172,2,9,36,72,63,288,445,4322
246,false,764,717,5,30,22,4,9,8,45,133,125,2,135,922
247,true,17725,1180,7890,37,33,55,3,28,69,188,160,834,1403,12054
317,true,14295,1395,12507,55,29,120,29,56,248,200,144,884,1085,21241
316,false,2703,1984,561,31,29,22,34,33,71,278,245,64,342,2574
97,false,368,131,232,18,13,30,2,1,1,18,17,32,50,300
275,false,656,379,259,13,13,30,9,8,11,80,72,45,125,578
447,false,12084,8039,3430,120,98,81,48,47,141,455,408,204,659,11550
448,true,44960,4677,38250,383,92,502,41,64,394,263,199,827,1092,43023
213,false,930,349,559,30,30,27,5,4,23,42,38,57,99,754
131,false,456,207,249,18,18,30,1,0,0,25,25,29,54,342
337,false,1272,980,287,20,20,7,5,4,0,387,383,119,506,954
349,true,12547,629,8815,901,35,742,1,30,508,94,64,163,257,20725
348,false,1997,1659,334,10,10,6,12,11,3,605,594,130,735,1759
349,true,4252,261,3954,29,16,306,2,5,283,130,125,378,508,5881
426,true,21138,1329,10476,52,30,254,56,58,266,321,263,748,1110,5442
401,false,5621,2875,2361,50,27,30,94,93,225,649,556,423,1072,4509
426,true,53431,3346,38079,57,29,209,151,181,818,637,456,2980,4119,29311
425,false,7656,4187,2856,32,31,34,127,126,385,764,638,418,1182,6495
133,false,469,176,289,15,14,25,4,3,6,33,30,47,80,354
479,false,9997,4551,4787,59,44,59,89,88,246,435,347,409,844,8184
480,true,36911,6583,28165,138,56,266,162,183,691,707,524,1453,2165,34580
476,false,8867,5040,3119,74,42,54,88,87,227,491,404,298,789,7500
125,false,50,20,30,3,3,5,1,0,0,18,18,25,43,43
117,false,52,44,8,5,5,1,1,0,0,37,37,8,45,45
513,true,11202,1630,9417,28,22,128,11,38,286,428,390,861,1289,28831
512,false,1782,1630,132,23,23,10,16,15,110,424,409,50,474,2052
161,false,663,473,183,22,20,9,5,4,1,151,147,55,206,416
253,true,5545,381,4980,37,25,57,7,21,123,65,44,417,482,10426
252,false,1424,1132,261,24,24,40,10,9,6,233,224,27,260,1189
253,true,7041,431,6340,94,38,72,1,13,191,34,21,422,456,10958
266,true,1548,614,710,112,86,118,0,12,119,12,0,9,21,10672
241,false,697,557,140,17,17,15,1,0,0,142,142,32,174,549
266,true,1428,529,882,92,90,86,0,8,127,8,0,13,21,8975
265,false,861,728,133,14,14,20,1,0,0,146,146,25,171,692
133,false,309,84,224,7,7,15,2,1,4,21,20,50,71,230
355,true,15526,621,14810,24,19,137,9,21,137,103,82,869,972,15516
354,false,3052,2101,882,27,27,15,20,19,76,312,293,148,460,2475
355,true,13511,447,13002,26,26,128,7,13,121,84,71,629,713,10887
210,false,297,121,176,20,20,12,2,1,4,26,25,47,73,203
206,false,525,226,293,13,13,20,8,7,14,69,62,73,142,429
275,true,6739,1502,4816,88,42,75,26,47,255,231,184,515,746,14702
274,false,2744,2012,599,40,39,24,30,29,138,280,251,89,369,2883
109,false,112,62,50,10,10,4,1,0,1,25,25,23,48,102
109,false,99,75,24,10,10,2,2,1,0,30,29,12,42,84
526,false,9666,6644,2255,93,59,49,98,97,372,730,633,294,1024,10912
527,true,46048,4948,39461,200,139,355,83,114,557,557,443,1620,2177,43024
397,true,35480,2617,32136,123,53,1038,44,73,335,358,285,1169,1527,39230
396,false,4609,3330,947,71,71,25,52,51,148,473,422,143,616,4947
86,false,59,48,11,10,10,3,1,0,0,16,16,5,21,44
83,false,51,22,29,4,4,10,1,0,0,10,10,8,18,36
287,false,1315,415,883,20,10,14,4,3,21,102,99,194,296,821
798,true,46975,3003,29603,240,78,391,50,58,289,320,262,924,1328,12647
797,false,40866,16343,20369,251,132,233,231,230,737,1187,957,1131,2319,29451
798,true,109539,11253,80520,175,97,363,172,188,617,826,638,3023,4034,50407
149,false,294,96,198,9,9,15,1,0,0,22,22,48,70,213
145,false,315,84,231,6,6,15,1,0,0,19,19,50,69,210
553,true,60465,5643,51027,280,83,371,94,123,540,506,383,1535,2052,43153
552,false,15261,8964,5017,88,65,116,107,106,284,720,614,359,1079,13702
267,false,1137,736,322,17,16,12,23,22,73,211,189,96,307,859
278,true,5841,178,2461,22,13,316,6,7,55,47,40,160,225,1238
277,false,1760,889,779,35,35,18,28,27,45,250,223,123,373,1303
278,true,20929,1229,12122,35,24,156,38,63,262,283,220,1271,1782,14687
280,true,13580,235,13260,49,38,184,3,6,206,18,12,338,356,8460
279,false,3099,2445,612,57,57,23,9,8,4,217,209,62,279,1744
280,true,19589,895,17978,177,59,126,4,33,365,101,68,718,819,25864
277,false,4252,2777,1442,30,30,50,13,12,21,447,435,198,645,3679
543,true,97157,6025,88739,195,90,633,79,112,552,465,353,1973,2438,63646
295,false,1269,572,637,21,21,30,11,10,22,121,111,105,226,964
257,false,1128,384,733,13,13,30,7,6,17,59,53,104,163,742
542,false,15406,9396,5117,114,114,84,92,91,285,656,565,425,1081,14403
367,false,9778,5247,4000,55,44,47,90,89,208,570,481,386,956,7500
368,true,31834,1576,20352,68,31,303,43,51,262,212,161,800,1116,10587
263,false,1452,620,782,27,19,45,12,11,26,111,100,107,218,1018
368,true,37945,1737,28431,60,36,231,47,59,272,182,123,1162,1453,20507
350,false,1025,836,138,14,14,20,26,25,64,302,277,40,342,1043
351,true,5796,1120,4481,28,20,74,18,43,175,267,224,609,876,21089
91,false,64,33,31,5,5,11,1,0,0,22,22,11,33,33
116,false,94,63,31,6,6,3,2,1,7,38,37,19,57,62
139,false,161,49,112,4,4,10,1,0,0,22,22,43,65,130
162,false,202,109,93,5,5,10,1,0,10,44,44,36,80,178
412,true,9413,1669,7489,65,37,74,24,53,418,268,215,650,918,22309
411,false,4557,3282,1057,45,45,19,40,39,127,511,472,191,702,4278
147,false,236,181,55,7,7,10,1,0,10,61,61,18,79,172
129,false,205,68,137,10,10,9,1,0,1,25,25,42,67,134
202,false,434,333,96,20,20,6,3,2,5,75,73,21,96,366
203,true,3059,1105,1647,50,50,45,1,21,76,99,78,160,259,10942
446,false,8165,4928,2745,40,40,28,108,107,312,732,625,393,1125,7029
447,true,29501,1354,27911,71,25,1082,40,42,240,279,237,778,1057,8737
398,false,4891,2460,2208,35,22,24,63,62,162,462,400,326,788,3752
447,true,69796,3113,65869,35,35,572,112,142,679,503,361,2921,3424,59649
526,true,59114,4161,53684,185,53,388,97,106,535,432,326,2059,2491,37670
525,false,13274,8401,4055,62,62,40,112,111,253,858,747,403,1261,11851
526,true,49644,1122,47801,158,68,757,30,41,329,120,79,874,994,24406
463,false,3460,1811,1472,46,40,42,27,26,88,212,186,145,357,2980
73,false,55,53,2,10,10,2,1,0,0,19,19,1,20,40
119,false,224,114,105,17,17,9,2,1,8,38,37,39,77,192
509,true,61454,5821,53603,169,75,417,81,112,473,440,328,1617,2057,54321
508,false,12878,8177,3549,105,105,101,99,98,256,626,528,244,870,12979
20,false,76,41,35,15,15,8,1,0,0,6,6,7,13,48
64,false,158,94,60,15,11,12,2,1,2,17,16,10,27,90
320,false,124,104,13,30,30,6,5,4,469,12,8,4,16,6378
321,true,19678,7686,4246,149,143,119,0,27,0,630,603,291,1107,16837
903,true,162971,16483,136775,791,139,794,230,259,956,883,624,2265,3148,79389
902,false,58884,24484,28252,219,184,172,240,239,572,1224,985,1076,2300,40141
198,false,528,171,352,21,21,35,6,5,11,29,24,56,85,517
212,false,627,284,309,18,18,35,9,8,4,53,45,42,95,456
260,true,10701,363,10240,52,36,114,2,10,53,45,35,483,528,12301
259,false,891,765,93,40,40,12,5,4,16,101,97,11,112,789
260,true,17951,879,16926,34,32,212,3,21,32,110,89,965,1075,25183
84,false,186,142,30,25,15,5,2,1,0,23,22,6,29,145
562,false,10201,5421,4089,51,49,65,82,81,268,512,431,317,829,8591
204,false,450,203,241,11,11,13,3,2,4,54,52,65,119,250
541,false,11722,6528,4402,89,55,55,115,114,269,758,644,503,1261,9735
563,true,54927,7413,45428,94,45,188,180,213,960,845,632,2484,3329,57497
239,false,815,644,128,18,16,30,13,12,40,123,111,15,138,839
240,true,12498,858,11424,32,30,117,7,29,99,141,112,874,1015,19133
134,false,129,63,53,17,6,10,3,2,0,26,24,12,38,80
240,true,1174,47,1121,6,6,218,3,3,4,20,17,50,70,929
75,false,37,22,15,3,3,5,1,0,0,20,20,10,30,30
63,false,35,15,20,2,2,5,1,0,0,14,14,14,28,28
316,false,3713,2901,569,47,47,35,38,37,172,283,246,67,350,4654
317,true,14470,2433,11440,95,61,120,30,53,198,295,242,598,893,17354
73,false,235,115,117,15,15,25,2,1,3,19,18,18,37,185
