@RELATION stats
@ATTRIBUTE turnsPlayed NUMERIC
@ATTRIBUTE survive {true, false}
@ATTRIBUTE fleetGenerated NUMERIC
@ATTRIBUTE fleetLost NUMERIC
@ATTRIBUTE fleetReinforced NUMERIC
@ATTRIBUTE largestAttack NUMERIC
@ATTRIBUTE largestLoss NUMERIC
@ATTRIBUTE largestReinforcement NUMERIC
@ATTRIBUTE planetsLost NUMERIC
@ATTRIBUTE planetsConquered NUMERIC
@ATTRIBUTE planetsDefended NUMERIC
@ATTRIBUTE planetsAttacked NUMERIC
@ATTRIBUTE numFleetLost NUMERIC
@ATTRIBUTE numFleetReinforced NUMERIC
@ATTRIBUTE numFleetGenerated NUMERIC
@ATTRIBUTE totalTroopsGenerated NUMERIC
@DATA
347,false,3559,1819,1634,42,42,45,38,37,122,325,288,226,551,2984
436,true,9748,1038,7463,613,51,1985,13,40,741,258,218,554,812,21582
435,false,3369,2518,810,69,69,12,15,14,86,768,754,282,1050,2751
327,false,5453,44,5409,15,15,198,3,2,431,7,5,394,401,3638
378,false,2982,2041,855,26,26,17,20,19,97,635,616,236,871,2503
294,false,4430,2945,1259,50,50,43,36,35,65,300,265,123,423,3748
295,true,28967,1109,18354,50,38,192,19,37,167,113,76,1051,1320,18578
141,false,447,194,249,16,16,20,2,1,0,37,36,38,75,246
295,true,14161,329,7172,33,23,305,9,13,68,42,29,305,388,3684
163,true,10687,2122,8280,46,45,160,8,25,18,231,206,681,912,15906
162,false,1354,981,168,124,124,30,20,19,237,35,16,11,46,3243
163,true,5893,2434,3163,102,78,130,11,22,23,255,233,189,444,9452
147,false,1188,962,90,70,60,36,17,16,127,41,25,3,44,2046
347,false,4078,2685,1103,46,34,40,43,42,131,375,333,140,515,3702
142,false,279,89,190,9,9,20,1,0,0,17,17,33,50,208
276,false,914,414,428,27,16,50,13,12,11,96,84,50,146,678
348,true,23818,2089,20936,163,50,542,46,75,369,296,221,1129,1425,30879
266,true,9457,1126,8044,50,50,97,12,39,185,153,114,707,860,21830
237,false,952,721,170,40,24,15,13,12,28,154,142,20,174,941
152,false,329,81,248,6,6,20,1,0,0,19,19,45,64,256
265,false,810,642,144,20,17,12,9,8,12,114,106,28,142,686
277,false,2149,2040,64,35,35,15,11,10,17,294,284,10,304,2263
278,true,16265,826,14943,157,59,657,5,24,201,82,58,642,724,20187
123,false,57,12,45,3,3,15,2,1,1,7,6,10,17,37
59,false,15,15,0,15,15,0,1,0,30,1,1,0,1,177
320,false,595,497,83,20,13,6,10,9,21,112,103,21,133,621
321,true,13245,633,12531,51,40,156,4,17,27,98,81,732,830,17769
91,false,89,89,0,15,15,0,1,0,0,22,22,0,22,66
321,true,12445,1189,11179,24,24,88,5,18,60,199,181,825,1024,18043
265,true,14648,1526,12785,70,45,105,6,35,210,180,145,881,1061,29838
264,false,3418,2858,444,50,47,35,18,17,66,283,266,45,328,3317
21,false,20,20,0,10,10,0,1,0,2,3,3,0,3,42
72,false,64,40,24,10,10,2,1,0,1,12,12,12,24,50
295,false,5082,3047,1782,40,37,45,39,38,141,376,338,175,551,4104
299,true,36645,1877,22526,39,31,201,44,66,324,255,189,1396,1903,22729
298,false,4355,2352,1754,33,33,50,41,40,92,292,252,198,490,3293
299,true,22551,1312,12766,50,30,253,28,36,184,163,127,700,988,9824
168,false,332,163,167,10,10,7,4,3,0,46,43,46,92,194
490,true,39192,506,38416,62,24,378,10,18,174,75,57,850,925,12040
489,false,6557,5033,1340,31,31,29,54,53,156,768,715,223,991,6345
490,true,53656,1849,51547,29,25,415,32,52,445,289,237,1997,2286,48559
162,false,990,655,290,46,46,30,3,2,14,73,71,22,95,753
163,true,2570,1499,912,52,46,105,2,29,100,192,163,104,296,15735
131,false,558,381,169,20,20,16,3,2,3,68,66,26,94,326
39,false,134,71,63,15,15,3,1,0,0,13,13,21,34,111
51,false,61,26,34,6,5,10,2,1,0,12,11,12,24,48
124,false,126,52,66,10,5,6,4,3,2,23,20,27,50,101
405,false,4123,3186,754,63,59,24,45,44,171,469,425,119,588,4655
406,true,28244,2452,25175,84,62,339,34,65,346,384,319,1124,1508,28734
516,true,16421,1025,15244,50,21,168,52,59,334,312,253,1046,1358,10866
416,false,1059,514,513,9,6,10,27,26,99,217,191,192,409,983
516,true,19575,1159,18222,55,28,230,52,65,380,437,372,1188,1625,15461
515,false,3646,2508,928,29,29,21,88,87,347,772,685,371,1143,3754
245,true,7525,1023,2548,27,19,29,3,28,41,177,149,370,901,6281
86,false,133,76,57,10,10,7,1,0,2,20,20,15,35,70
245,true,3201,565,1225,28,28,24,7,14,37,99,85,165,379,2106
244,false,767,577,161,25,25,13,13,12,28,119,107,26,145,742
509,false,8262,5764,1895,91,56,52,72,71,214,598,527,243,841,8351
510,true,50416,3168,45567,221,56,872,64,87,455,386,299,1180,1566,35433
107,false,100,37,63,5,5,4,1,0,3,18,18,29,47,47
90,false,99,53,46,7,7,4,1,0,2,23,23,25,48,49
71,false,39,13,26,4,4,10,1,0,0,5,5,7,12,24
72,false,41,22,19,6,6,10,1,0,0,8,8,5,13,26
342,true,11859,1226,10348,42,40,123,15,42,258,207,165,888,1095,22694
341,false,2134,1677,377,20,19,18,25,24,56,329,305,72,401,2077
227,false,1027,407,569,35,35,26,8,7,35,70,63,94,164,739
326,false,2430,1476,868,30,30,27,19,18,82,237,219,123,360,2087
327,true,13016,2042,10555,47,36,117,33,60,337,264,204,873,1137,29157
323,false,3863,2227,1387,46,30,25,34,33,90,292,259,171,463,3110
942,false,56428,20896,29613,292,218,248,190,189,562,825,636,867,1692,39604
943,true,125030,19410,100620,325,175,468,180,201,609,804,603,1955,2759,74912
102,false,65,39,26,10,10,6,1,0,0,13,13,11,24,50
104,false,55,25,30,6,6,10,1,0,0,10,10,10,20,40
126,false,130,79,51,7,7,8,1,0,0,36,36,25,61,61
120,false,212,45,167,9,9,19,1,0,0,19,19,42,61,61
227,false,1507,1122,256,50,30,15,15,14,28,167,153,27,194,1327
228,true,4815,851,3665,50,41,59,9,28,159,85,57,286,371,15280
208,false,1438,1124,211,50,26,17,13,12,46,143,131,20,163,1448
209,true,6650,785,5768,50,50,76,7,16,77,86,70,442,528,11048
134,false,521,392,99,40,21,24,4,3,11,52,49,10,62,450
209,true,6395,569,5746,40,27,40,7,16,89,64,48,591,655,10318
143,false,190,101,84,10,5,6,2,1,0,41,40,34,75,150
237,false,377,241,128,13,13,17,6,5,13,64,59,37,101,270
364,true,8498,1273,6999,54,25,65,12,37,172,176,139,648,824,21815
363,false,1692,1319,315,27,27,30,16,15,40,214,199,42,256,1688
293,false,1905,1503,303,40,40,25,25,24,45,289,265,36,325,1763
310,true,25695,843,24655,29,27,223,15,28,164,102,74,1132,1234,23032
309,false,1356,916,375,40,40,25,16,15,16,167,152,37,204,1103
310,true,25723,800,24696,40,21,285,18,35,181,132,97,1167,1299,27634
371,true,18467,1630,16581,34,24,177,17,46,231,233,187,1134,1367,30834
370,false,2459,1912,435,39,39,22,25,24,71,280,256,57,337,2503
140,false,221,72,149,7,7,10,1,0,0,22,22,44,66,132
138,false,229,129,100,11,11,10,1,0,0,37,37,29,66,132
352,false,520,426,90,11,11,8,5,4,14,124,120,30,154,436
353,true,9968,229,9689,27,15,426,7,10,56,54,44,324,378,5345
350,false,2667,2268,252,45,27,15,28,27,80,337,310,34,371,2917
353,true,33596,1799,31481,98,63,430,17,44,293,228,184,1672,1900,41088
687,false,21074,10116,9670,75,46,62,178,177,515,1099,922,904,2003,16708
688,true,96663,8132,86433,81,50,658,214,227,1061,906,679,3348,4254,60554
625,false,19347,10621,7446,50,34,44,166,165,438,1102,937,670,1772,15718
688,true,74663,4645,68871,85,40,544,115,130,690,496,366,1865,2361,43572
106,false,141,141,0,15,15,0,1,0,4,34,34,0,34,114
107,true,586,166,397,24,18,27,0,1,14,19,18,47,66,670
59,false,63,47,16,20,20,12,1,0,1,7,7,2,9,36
107,true,1316,479,806,34,33,38,0,5,9,59,54,89,148,2370
171,true,6983,773,6000,44,44,67,2,20,39,102,82,574,676,15499
170,false,502,435,47,40,40,9,8,7,9,68,61,7,75,458
171,true,4662,684,3855,39,39,59,4,14,33,74,60,291,365,9037
93,false,170,144,25,15,15,25,2,1,0,31,30,1,32,132
738,true,81352,13049,52854,193,93,537,34,45,58,1022,977,1689,2799,32027
449,false,32552,806,26776,2068,132,1758,23,22,738,68,46,519,587,8341
738,true,92784,16790,62058,134,72,472,49,64,124,1467,1403,2440,4043,41335
737,false,50563,3698,38718,783,111,836,69,68,1510,230,162,565,795,24815
630,false,12963,7024,5069,144,92,127,59,58,270,479,421,319,798,11769
161,false,458,284,174,15,15,25,1,0,6,51,51,27,78,390
535,false,3422,2231,1082,73,73,50,23,22,78,289,267,146,435,2893
631,true,77531,5764,70242,147,109,978,72,91,606,458,367,1637,2095,51279
158,false,454,195,252,15,15,11,4,3,2,44,41,52,96,293
172,false,343,161,180,15,15,10,2,1,0,30,29,36,66,198
426,true,45391,3701,40747,188,117,488,46,71,319,295,224,1248,1543,40805
425,false,7970,5392,2151,86,86,67,61,60,184,442,382,207,649,8495
217,false,271,73,198,6,6,10,1,0,4,29,29,80,109,218
265,false,327,133,194,10,10,4,2,1,0,65,64,90,155,282
741,true,62385,5150,55213,270,81,1002,83,116,635,641,525,1754,2395,62010
740,false,11074,7872,2552,114,86,60,95,94,321,910,816,412,1322,11893
183,false,227,207,7,25,20,7,4,3,5,50,47,1,51,200
184,true,2170,240,1926,16,16,63,1,3,15,44,41,186,230,1677
121,false,206,206,0,20,20,0,1,0,2,46,46,0,46,184
184,true,6383,836,5436,32,32,59,1,25,55,117,92,593,710,18852
636,false,33400,16891,13505,221,221,212,145,144,345,716,572,528,1244,27738
637,true,58001,11507,42125,230,109,280,131,154,524,521,367,1053,1574,54133
100,false,114,61,53,6,6,10,1,0,0,25,25,19,44,88
102,false,134,72,62,11,11,11,1,0,0,26,26,18,44,88
311,false,1194,956,175,26,20,14,25,24,57,239,215,37,276,1188
312,true,24802,586,24086,25,17,207,9,27,100,122,95,1194,1316,20851
236,false,409,254,135,24,16,40,6,5,4,52,47,19,71,307
312,true,20613,606,19906,40,16,190,15,25,113,129,104,783,912,14790
466,false,10232,6442,3262,48,48,39,107,106,427,851,745,438,1289,10121
467,true,44465,3099,40875,50,32,220,76,89,462,469,380,2099,2568,33822
366,false,2012,1311,647,30,30,16,23,22,59,234,212,109,343,1956
467,true,44810,2053,42333,65,33,836,38,53,361,271,218,1279,1550,26508
239,true,5342,1526,3368,204,78,160,4,35,247,166,131,351,517,28422
238,false,2088,1574,422,50,33,25,9,8,16,148,140,42,190,1596
80,false,941,35,906,35,35,63,1,0,8,1,1,54,55,568
209,false,1836,1305,476,40,40,20,12,11,33,191,180,62,253,1712
421,false,6518,1847,4311,62,43,61,50,49,212,259,210,469,728,4592
395,false,2732,1343,1241,40,40,50,23,22,73,149,127,130,279,1783
430,true,29575,4453,23759,246,75,381,120,147,648,578,431,1720,2298,35073
429,false,15745,7524,7226,128,128,45,162,161,496,950,789,797,1747,12578
139,false,271,176,95,20,20,12,2,1,0,39,38,22,61,244
375,true,22920,562,22253,34,21,324,9,19,154,87,68,811,898,16419
374,false,3798,2821,832,35,35,17,38,37,130,454,417,115,569,3750
375,true,28111,1267,26677,35,21,419,20,36,231,191,155,1372,1563,25615
441,false,7457,4944,1913,111,111,87,46,45,105,384,339,147,531,7021
442,true,42532,2759,38868,146,70,853,34,57,306,202,145,925,1127,37966
118,false,111,67,44,12,12,20,1,0,0,13,13,7,20,80
114,false,87,35,52,6,6,20,1,0,0,8,8,6,14,56
330,true,7360,192,6908,231,50,1646,3,3,122,17,14,135,152,3585
240,false,3073,1963,1091,50,50,30,6,5,6,188,183,113,301,2496
330,true,25905,804,23508,134,55,833,1,21,251,72,51,1747,1992,32489
329,false,2391,1878,493,39,39,40,7,6,9,237,231,57,294,1489
383,true,14872,376,14421,25,20,520,7,14,108,78,64,393,471,8575
285,false,416,190,213,10,10,8,7,6,14,66,60,73,139,285
383,true,22417,1428,20835,25,25,159,39,58,302,292,234,1591,1883,27004
382,false,3492,2600,755,33,33,32,47,46,143,525,479,147,672,3466
252,true,9881,1113,8475,87,35,117,8,31,98,145,114,491,636,19479
251,false,952,797,97,35,35,13,14,13,24,130,117,13,143,950
79,false,77,44,33,10,10,6,1,0,0,17,17,14,31,62
102,false,87,65,22,6,6,10,1,0,0,29,29,7,36,72
269,false,3147,2028,978,24,22,40,30,29,82,355,326,116,471,2544
274,true,15575,887,14540,40,40,154,31,43,207,187,144,1186,1373,17498
273,false,1125,743,334,26,26,15,15,14,44,164,150,66,230,879
274,true,10921,325,10489,31,17,243,6,14,213,61,47,400,461,10525
317,true,6420,843,5400,25,20,36,8,39,126,161,122,858,1019,15943
316,false,726,681,21,15,15,8,14,13,30,173,160,4,177,802
102,false,109,68,41,6,6,10,1,0,8,33,33,14,47,110
113,false,87,48,38,4,4,10,2,1,1,24,23,12,36,76
301,false,1994,1046,795,35,14,19,47,46,79,318,272,191,509,1698
482,true,48235,2612,44692,109,46,1311,89,114,481,490,376,1837,2327,30085
481,false,4394,2726,1216,84,84,49,60,59,250,379,320,175,554,4312
159,false,151,81,70,10,10,6,3,2,3,43,41,38,81,141
207,true,6973,823,4115,61,35,132,9,28,90,83,55,246,401,9277
206,false,735,477,199,27,18,45,13,12,7,100,88,19,119,570
189,false,314,90,205,24,24,11,4,3,2,28,25,81,109,148
166,false,172,129,34,24,24,12,3,2,1,41,39,16,57,59
286,true,6570,1124,5198,48,24,274,16,46,395,255,209,719,976,23244
285,false,3263,2648,536,44,44,17,22,21,70,375,354,86,461,2876
286,true,6280,325,5864,46,19,451,2,4,229,73,69,207,285,4596
258,false,1979,1477,478,15,15,9,16,15,38,432,417,140,572,1795
253,false,1262,880,302,23,20,27,19,18,33,150,132,38,188,1218
127,false,278,104,174,15,15,26,1,0,0,19,19,36,55,165
274,false,905,570,256,45,23,27,15,14,15,114,100,31,145,756
275,true,15086,1681,10942,100,35,134,23,52,154,223,171,765,1090,20982
312,true,13815,1694,11777,52,43,135,22,43,369,216,173,740,956,19421
311,false,3319,2321,859,45,24,27,27,26,126,370,344,118,488,3229
217,false,422,105,307,9,8,27,3,2,0,27,25,58,85,290
264,false,743,365,368,20,20,18,8,7,18,71,64,61,132,711
161,false,68,39,29,5,5,1,1,0,0,32,32,29,61,61
159,false,72,60,12,2,2,5,1,0,0,59,59,5,64,65
252,true,7751,1468,5959,51,50,72,6,37,84,139,102,423,562,23604
251,false,578,486,66,30,30,12,8,7,16,85,78,9,94,494
403,true,27251,2697,24122,61,50,422,64,89,530,402,313,1519,1921,31023
402,false,3023,1700,1234,24,24,40,29,28,98,266,238,160,426,2484
286,false,807,186,605,12,12,16,6,5,23,47,42,119,166,611
374,false,5192,3184,1778,47,40,33,53,52,129,440,388,267,707,4435
272,true,7639,1382,6003,50,29,82,15,36,194,149,113,428,577,23718
203,false,586,405,155,50,30,30,6,5,2,73,68,19,92,449
107,false,485,153,332,40,40,29,1,0,0,12,12,28,40,368
271,false,2170,1669,398,36,36,40,18,17,59,175,158,33,208,2232
111,false,625,135,490,14,14,45,1,0,0,14,14,42,56,504
526,true,49353,3490,31367,82,46,282,119,129,503,393,264,1353,1849,18672
525,false,21965,11899,8353,67,63,97,234,233,468,1331,1098,893,2224,17652
526,true,66296,3505,48613,50,44,626,102,122,558,381,259,2046,2559,32169
124,false,304,163,98,45,28,27,4,3,2,19,16,8,27,132
125,true,5373,887,4123,89,40,96,1,22,16,69,47,228,297,16318
70,false,36,29,7,8,8,3,1,0,0,10,10,4,14,17
63,false,53,14,39,4,4,15,1,0,0,7,7,7,14,14
178,false,126,65,61,10,10,6,2,1,0,27,26,26,53,103
122,false,128,91,37,7,7,10,1,0,1,38,38,11,49,102
227,true,4643,801,3683,30,30,50,11,30,108,136,106,445,581,10095
226,false,848,620,158,30,21,12,15,14,46,117,103,23,140,830
498,true,43121,841,41850,73,28,318,16,30,290,146,116,813,959,20444
155,false,176,124,52,15,15,4,1,0,0,32,32,17,49,153
498,true,70851,3791,66314,65,31,413,91,109,671,567,458,2983,3550,56736
497,false,12366,8875,2749,52,52,30,120,119,391,1132,1013,363,1495,12122
210,false,640,386,234,30,12,18,4,3,5,85,82,54,139,536
351,true,26260,1080,25100,33,33,257,11,25,101,190,165,1485,1675,22468
350,false,1180,931,204,20,13,15,17,16,35,227,211,39,266,983
351,true,32096,625,31369,28,28,264,5,23,119,71,48,1073,1144,30867
248,true,27280,1206,25760,46,42,290,5,31,97,112,81,1335,1447,32448
247,false,1026,742,228,45,27,15,9,8,15,119,111,27,146,885
248,true,6294,68,6208,17,8,604,2,2,12,15,13,93,108,984
126,false,323,256,67,14,14,20,2,1,0,47,46,10,57,232
600,true,41205,1624,39254,33,26,405,45,55,331,324,269,896,1220,14958
263,false,724,326,373,25,25,22,7,6,14,72,66,67,139,618
600,true,66877,3780,62419,62,32,334,83,105,544,552,447,3133,3685,53528
599,false,12204,7773,3742,57,39,49,137,136,527,1087,951,532,1619,11906
543,false,17203,9830,5505,104,85,131,125,124,391,737,613,368,1105,17634
544,true,91796,8876,80059,204,104,701,112,145,552,634,489,1817,2451,64538
186,false,433,191,239,20,20,19,3,2,4,42,40,44,86,360
103,false,195,113,82,20,20,6,1,0,1,22,22,20,42,168
103,false,100,31,69,5,5,6,1,0,0,13,13,33,46,46
107,false,79,62,17,4,4,7,1,0,0,41,41,7,48,49
193,true,6346,1315,2784,46,34,37,3,34,56,153,119,251,524,8599
192,false,447,311,107,30,18,12,6,5,5,57,52,16,73,327
357,false,2402,1323,942,24,24,16,46,45,94,357,312,212,569,1899
480,true,49946,1074,48541,22,16,454,62,79,515,255,176,1932,2187,35402
479,false,5612,3399,1814,40,20,29,110,109,279,796,687,399,1195,4776
480,true,46419,1811,44165,109,20,385,80,95,340,453,358,1758,2211,25749
299,true,2327,234,2072,12,12,31,6,11,76,86,75,410,496,3217
298,false,123,91,28,6,5,3,5,4,4,68,64,25,93,100
299,true,4135,366,3711,30,16,126,3,16,76,126,110,525,651,9187
280,false,314,269,44,6,6,10,7,6,10,146,140,17,163,286
272,true,4307,532,3711,45,18,46,8,22,63,155,133,494,649,10577
271,false,567,452,87,10,10,8,16,15,45,195,180,32,227,557
272,true,2948,516,2356,39,15,70,11,15,80,139,124,249,388,4988
137,false,215,132,77,15,9,9,6,5,10,55,50,26,81,190
264,false,880,634,163,38,38,34,12,11,24,82,71,14,96,880
89,false,97,36,61,10,10,9,1,0,0,11,11,17,28,58
77,false,276,176,95,22,22,45,2,1,1,19,18,5,24,188
265,true,7761,1206,6300,66,45,87,10,29,62,106,77,357,463,19998
355,false,1878,1026,808,24,24,24,11,10,28,198,188,146,344,1352
176,false,324,140,184,6,6,15,1,0,2,35,35,48,83,249
497,false,6840,5028,1619,49,49,33,52,51,164,613,562,226,839,6725
498,true,43065,2748,39698,70,44,1477,48,77,629,347,270,1388,1735,46525
105,false,147,62,80,12,8,20,2,1,3,13,12,14,27,119
75,false,87,44,43,20,20,12,1,0,0,7,7,7,14,56
443,false,7492,5173,1850,79,68,85,45,44,203,402,358,137,539,8391
444,true,28863,3906,24078,147,92,243,38,57,283,348,291,791,1139,28594
361,false,487,342,141,10,10,10,8,7,16,129,122,48,177,416
156,false,164,34,130,8,8,5,1,0,8,17,17,61,78,87
359,false,932,695,212,15,15,9,21,20,37,234,214,66,300,871
362,true,7364,1332,5888,19,19,42,20,51,222,333,282,1095,1428,20488
353,false,4195,3303,640,50,39,27,55,54,105,564,510,85,649,4121
354,true,32741,1655,30652,38,33,157,36,59,320,244,185,1539,1783,37884
267,false,148,101,41,7,7,6,3,2,5,73,71,32,105,106
354,true,18291,253,17868,74,25,290,10,17,138,67,50,556,623,12162
462,false,8032,5273,2434,36,36,28,89,88,320,835,747,362,1197,7413
463,true,52119,1672,50084,61,26,422,49,67,400,290,223,1789,2079,31710
375,false,2407,908,1400,35,24,21,20,19,36,165,146,219,384,1528
463,true,45986,1938,43682,35,30,427,42,56,403,296,240,1930,2226,24979
380,false,3437,2390,872,30,30,21,42,41,108,377,336,131,508,3251
381,true,25517,1013,24334,37,29,280,17,29,156,147,118,955,1102,24767
162,false,339,215,124,15,15,8,1,0,8,53,53,31,84,252
381,true,26384,1028,25202,21,19,191,21,37,152,176,139,1104,1280,22222
299,true,4304,0,4304,0,0,204,0,0,0,0,0,265,265,1495
298,false,10469,2499,7202,582,240,624,9,8,90,167,159,258,425,3620
299,true,24142,5597,16308,214,214,573,15,39,317,612,573,931,1571,20684
292,false,12261,3245,8629,274,274,466,16,15,419,252,237,264,516,7001
519,true,20211,1825,17956,48,31,274,104,115,441,463,348,1167,1630,15748
495,false,4248,2184,1759,25,19,23,86,85,240,490,405,345,835,3660
519,true,18134,1689,16124,23,23,212,91,98,535,403,305,1386,1789,13621
518,false,5361,3286,1786,29,22,22,119,118,307,790,672,421,1211,4915
752,true,166195,5188,156241,879,94,3023,105,134,732,502,368,2852,3354,70353
751,false,13632,8748,3854,93,80,99,116,115,339,869,754,356,1225,13257
170,false,496,255,238,30,30,18,2,1,0,40,39,37,77,437
267,false,561,258,290,9,9,30,5,4,1,56,52,49,105,480
284,false,2426,1679,672,48,48,28,20,19,60,205,186,74,279,2027
285,true,19585,708,18748,45,21,240,13,24,151,86,62,727,813,20614
255,false,931,628,289,24,22,40,5,4,22,87,83,37,124,894
285,true,14899,740,14040,40,21,251,9,16,84,114,98,567,681,11287
264,false,593,239,347,14,14,24,4,3,6,46,43,53,99,303
140,false,412,175,237,20,20,11,2,1,2,41,40,47,88,289
346,false,4667,3002,1371,49,41,40,50,49,129,408,359,152,560,4240
347,true,23174,2183,20598,41,41,296,40,73,322,289,216,1204,1493,36508
241,false,783,525,250,25,20,12,5,4,35,145,141,64,209,782
242,true,3365,1121,1670,232,72,258,1,28,167,192,164,62,254,16802
217,false,602,527,62,22,22,6,4,3,11,130,127,31,161,430
50,false,61,61,0,5,5,0,1,0,0,45,45,0,45,49
519,true,71759,3538,67429,83,36,996,95,107,473,409,302,2029,2438,41784
390,false,5894,3073,2535,38,31,50,54,53,153,356,303,263,619,4829
519,true,57551,2193,54648,92,35,443,51,61,315,265,204,1211,1476,31151
518,false,10500,6579,3251,118,92,34,104,103,270,654,551,328,982,9575
636,false,20718,9055,9844,69,56,124,229,228,579,999,771,887,1886,15714
637,true,37640,4294,31803,80,47,199,134,146,449,559,413,1529,2088,23748
147,false,246,91,148,10,8,8,2,1,2,26,25,51,77,156
637,true,27449,2859,23514,75,43,193,89,95,308,309,214,1111,1420,12948
368,false,3195,2166,909,27,23,45,26,25,90,307,282,121,428,3206
384,true,13537,3014,10167,61,40,105,36,59,539,344,285,833,1177,28085
383,false,4835,3539,1164,71,71,25,31,30,135,388,358,152,540,4846
219,false,379,159,207,26,26,12,4,3,2,38,35,51,89,239
133,false,342,286,56,35,35,7,1,0,0,33,33,8,41,287
358,true,29359,758,28445,53,35,749,15,22,133,119,97,647,766,15438
357,false,6286,4402,1470,45,38,41,70,69,168,564,495,178,742,6081
358,true,45612,1863,43216,45,26,469,44,65,326,217,152,1932,2149,38502
451,false,4848,3230,1479,23,23,16,55,54,128,557,503,258,815,4173
456,true,42992,1596,41090,31,19,321,42,65,401,307,242,2199,2506,41953
455,false,2117,1106,917,23,23,29,24,23,57,227,204,159,386,1383
456,true,22965,525,22283,33,21,532,23,28,175,119,91,752,871,8022
202,true,5382,874,3565,35,35,66,8,29,76,122,93,337,496,10047
201,false,642,435,179,35,35,17,9,8,15,82,74,25,107,490
120,false,122,34,88,5,5,6,1,0,1,20,20,39,59,59
107,false,112,66,42,6,5,7,3,2,0,36,34,19,55,55
284,false,1177,907,185,35,15,16,23,22,28,208,186,36,244,1064
285,true,26257,762,25273,22,16,537,24,48,188,162,114,1677,1839,24256
243,false,689,586,51,30,24,7,21,20,16,133,113,11,144,686
285,true,10574,339,10173,30,30,433,13,17,58,74,57,531,605,4566
535,false,11607,6759,4161,64,48,44,118,117,368,910,793,534,1444,9841
536,true,20125,1263,18441,107,38,262,37,41,256,195,154,880,1075,11005
233,false,296,93,198,7,6,10,4,3,14,35,32,83,118,264
536,true,39497,2498,36231,79,43,527,74,92,405,417,325,1379,1796,29352
473,false,14822,7987,5576,83,66,79,127,126,462,785,659,476,1261,13486
474,true,40568,3415,36398,66,50,565,59,69,321,336,267,1274,1610,26320
123,false,514,253,261,27,27,45,1,0,6,28,28,27,55,495
474,true,42455,3068,38590,121,40,510,57,69,319,321,252,1130,1451,25242
292,true,11676,2035,9215,118,87,165,26,47,171,200,153,570,770,17453
291,false,3812,2496,1132,43,40,33,33,32,127,229,197,115,344,4055
94,false,345,183,157,18,13,30,2,1,5,27,26,19,46,312
118,false,215,110,100,12,12,30,2,1,0,20,19,11,31,168
404,false,2537,1756,651,23,23,25,40,39,92,384,345,134,518,2323
405,true,35252,1448,33627,23,23,239,27,51,228,286,235,2154,2440,37140
137,false,373,201,165,15,15,11,3,2,5,46,44,34,80,276
405,true,22771,461,22198,52,25,499,11,19,74,95,76,539,634,9183
159,false,324,193,131,15,15,25,2,1,1,44,43,25,69,294
211,false,432,349,80,25,25,15,2,1,7,57,56,12,69,326
313,true,15078,1648,12926,79,41,117,24,55,272,190,135,817,1007,32390
312,false,3934,2766,989,50,50,26,35,34,89,331,297,112,443,3635
398,false,3800,2798,756,43,32,29,42,41,94,462,421,118,580,3623
399,true,46208,1063,44943,34,25,325,20,37,206,141,104,1807,1948,37026
87,false,295,153,142,24,24,40,1,0,0,17,17,12,29,232
399,true,32842,772,31894,45,21,271,11,20,147,92,72,793,885,16361
304,false,3498,2535,747,55,55,35,33,32,83,266,234,90,356,3238
305,true,11358,1109,9822,53,26,143,26,45,214,143,98,598,742,15913
70,false,45,41,4,10,10,2,1,0,0,13,13,2,15,30
115,false,242,118,122,10,10,18,3,2,6,48,46,32,80,182
343,true,18655,963,17602,30,30,210,23,33,164,184,151,1102,1286,16165
293,false,1272,729,476,32,30,36,16,15,44,139,124,60,199,1149
343,true,21475,895,20453,33,33,161,16,30,287,139,109,978,1117,21785
342,false,2830,2316,421,31,31,16,35,34,119,438,404,68,506,2908
194,true,5337,1095,4002,64,32,81,3,36,56,199,163,366,565,17883
193,false,86,74,7,15,10,4,3,2,0,27,25,2,29,65
122,false,170,53,117,6,6,15,1,0,0,14,14,24,38,138
173,false,260,239,8,15,9,5,6,5,10,74,69,2,76,252
494,true,66973,7822,56664,220,94,425,65,94,521,408,314,1236,1644,61202
493,false,18811,12377,5364,97,97,75,78,77,263,619,542,254,873,19167
142,false,448,271,177,32,32,28,1,0,0,38,38,31,69,276
161,false,475,262,213,20,20,29,1,0,7,51,51,32,83,348
348,true,16797,1966,14382,55,40,161,22,49,216,192,143,792,984,30722
347,false,3339,2458,670,44,44,45,33,32,78,312,280,85,397,3459
102,false,47,35,12,10,10,6,1,0,0,12,12,4,16,32
94,false,43,25,18,6,6,10,1,0,0,10,10,4,14,28
255,false,985,345,614,21,21,35,8,7,8,72,65,73,145,794
187,false,800,224,557,14,10,35,9,8,8,70,62,93,163,687
458,false,12373,7914,3375,108,67,67,104,103,295,631,528,301,932,12898
459,true,65929,6158,57777,193,123,373,88,121,481,478,357,1548,2026,49800
116,false,119,80,39,4,4,10,1,0,0,38,38,13,51,104
113,false,132,100,32,10,10,6,2,1,0,55,54,15,70,119
733,true,77741,8203,63811,291,81,322,196,223,721,758,535,2073,2831,43428
732,false,23756,10677,9466,231,86,153,213,212,511,941,729,661,1602,18464
425,false,9302,6001,2872,72,72,68,61,60,191,514,454,255,769,8664
426,true,26848,3115,22771,111,52,366,48,69,409,275,206,710,985,28534
76,false,104,41,63,6,6,15,1,0,0,12,12,15,27,81
